sex,age,treatment,voted,person_id,hh_size,social_pressure_continuous,social_pressure_categorical,voted2,treatment2
"female",55,"Neighbors","No",129709,2,3.229366,3,0,1
"male",64,"Neighbors","Yes",104998,2,4.505228,5,1,1
"female",45,"Neighbors","No",32561,2,3.26981,3,0,1
"male",47,"Neighbors","No",3969,2,1.481705,1,0,1
"male",29,"Neighbors","No",179783,4,.4516191,0,0,1
"female",24,"Neighbors","No",177890,3,2.720021,3,0,1
"female",53,"Neighbors","Yes",6142,2,2.517644,3,1,1
"female",54,"Neighbors","No",16323,1,.4528364,0,0,1
"female",75,"Neighbors","No",109655,1,2.355869,2,0,1
"female",54,"Neighbors","No",153854,2,1.41218,1,0,1
"female",33,"Neighbors","No",126692,1,1.077846,1,0,1
"female",44,"Neighbors","Yes",39375,2,1.854899,2,1,1
"male",55,"Neighbors","No",37850,3,1.785248,2,0,1
"male",45,"Neighbors","Yes",118912,2,2.109436,2,1,1
"male",57,"Neighbors","No",73223,2,3.297924,3,0,1
"male",58,"Neighbors","No",136683,3,1.68736,2,0,1
".",44,"Neighbors","No",56334,2,.1720251,0,0,1
"female",47,"Neighbors","No",111635,2,2.303657,2,0,1
"female",,"Neighbors","Yes",64858,2,4.695341,5,1,1
"female",22,"Neighbors","No",13906,3,0,0,0,1
"female",62,"Neighbors","Yes",83919,2,4.454032,4,1,1
"male",83,"Neighbors","No",143685,2,3.916469,4,0,1
"male",78,"Neighbors","No",65828,1,2.262982,2,0,1
"male",56,"Neighbors","Yes",103556,2,1.93477,2,1,1
"male",73,"Neighbors","No",146997,2,1.508434,2,0,1
"male",37,"Neighbors","No",93129,2,1.734287,2,0,1
"female",72,"Neighbors","No",67814,2,1.28481,1,0,1
"male",53,"Neighbors","No",114845,3,4.732393,5,0,1
"male",65,"Neighbors","Yes",89913,2,2.269539,2,1,1
"male",44,"Neighbors","No",104663,2,1.944698,2,0,1
"male",53,"Neighbors","Yes",146558,4,4.452657,4,1,1
"female",30,"Neighbors","Yes",135432,2,3.480737,3,1,1
"male",41,"Neighbors","No",144383,2,0,0,0,1
"male",62,"Neighbors","Yes",139070,2,4.576607,5,1,1
"female",53,"Neighbors","Yes",126481,1,3.929973,4,1,1
"female",40,"Neighbors","Yes",128776,2,2.979677,3,1,1
".",61,"Neighbors","No",13823,2,1.210937,1,0,1
".",51,"Neighbors","No",75703,2,2.34621,2,0,1
".",59,"Neighbors","Yes",125536,1,1.448164,1,1,1
"male",20,"Neighbors","No",55641,3,2.050428,2,0,1
"male",26,"Neighbors","No",78142,3,.7269239,1,0,1
"female",49,"Neighbors","Yes",38853,2,5,5,1,1
"male",22,"Neighbors","Yes",138800,4,1.473464,1,1,1
"female",37,"Neighbors","No",91584,2,4.503837,5,0,1
"male",33,"Neighbors","Yes",94725,3,5,5,1,1
"female",55,"Neighbors","Yes",3135,1,5,5,1,1
"male",45,"Neighbors","Yes",10132,2,3.449991,3,1,1
"female",52,"Neighbors","No",56772,2,.8556623,1,0,1
"male",50,"Neighbors","No",152194,2,2.321729,2,0,1
"male",,"Neighbors","Yes",117007,2,5,5,1,1
"male",38,"Neighbors","No",57586,3,3.564056,4,0,1
"male",22,"Neighbors","No",757,3,.05084,0,0,1
"male",53,"Neighbors","Yes",44064,3,2.961643,3,1,1
"female",36,"Neighbors","Yes",107693,2,3.351029,3,1,1
"male",32,"Neighbors","No",81274,2,2.557137,3,0,1
"female",50,"Neighbors","Yes",77326,2,3.240461,3,1,1
"male",23,"Neighbors","No",123230,4,2.502702,3,0,1
"female",36,"Neighbors","No",66967,1,3.820325,4,0,1
"male",49,"Neighbors","No",81821,4,1.883291,2,0,1
"male",,"Neighbors","No",79654,2,.7312451,1,0,1
"male",20,"Neighbors","No",88168,3,0,0,0,1
".",60,"Neighbors","No",148423,2,.8493129,1,0,1
"male",65,"Neighbors","Yes",23026,2,3.312428,3,1,1
"female",44,"Neighbors","Yes",20366,2,1.917368,2,1,1
"male",41,"Neighbors","No",39186,2,2.039555,2,0,1
"male",46,"Neighbors","No",149661,2,4.155029,4,0,1
"male",47,"Neighbors","Yes",30144,2,1.908301,2,1,1
"female",47,"Neighbors","Yes",80119,1,3.433862,3,1,1
".",44,"Neighbors","No",124076,2,2.343294,2,0,1
".",64,"Neighbors","Yes",48420,2,1.723496,2,1,1
"female",65,"Neighbors","No",17752,2,.439928,0,0,1
"female",38,"Neighbors","No",112216,2,2.93293,3,0,1
"female",43,"Neighbors","No",83964,2,.2682981,0,0,1
".",32,"Neighbors","No",10114,2,.5556561,1,0,1
"female",54,"Neighbors","No",178020,3,3.689498,4,0,1
"male",36,"Neighbors","No",87930,2,2.630483,3,0,1
"male",39,"Neighbors","Yes",55385,2,1.842367,2,1,1
"female",37,"Neighbors","No",9323,2,1.712362,2,0,1
".",57,"Neighbors","No",46737,1,1.834747,2,0,1
"female",57,"Neighbors","Yes",171622,2,5,5,1,1
"male",22,"Neighbors","No",76837,3,3.833514,4,0,1
"male",50,"Neighbors","No",48510,2,2.839553,3,0,1
"male",,"Neighbors","Yes",70710,2,3.025911,3,1,1
"male",66,"Neighbors","No",155002,1,.5178292,1,0,1
"female",48,"Neighbors","No",6013,2,2.606342,3,0,1
".",,"Neighbors","No",22777,4,3.355852,3,0,1
"female",83,"Neighbors","Yes",70622,1,2.80157,3,1,1
"female",,"Neighbors","No",38334,3,1.082126,1,0,1
"female",47,"Neighbors","Yes",43726,2,2.860852,3,1,1
"female",,"Neighbors","No",177637,2,2.23896,2,0,1
"male",,"Neighbors","No",46750,3,3.79568,4,0,1
"female",,"Neighbors","No",130990,2,.6666034,1,0,1
"male",48,"Neighbors","No",53685,2,2.513523,3,0,1
"female",74,"Neighbors","Yes",57583,2,2.59217,3,1,1
"female",48,"Neighbors","No",166835,2,2.513686,3,0,1
"female",40,"Neighbors","Yes",112521,2,4.057217,4,1,1
"male",33,"Neighbors","No",151578,2,2.991174,3,0,1
"male",49,"Neighbors","No",31784,2,2.075712,2,0,1
"female",36,"Neighbors","No",74890,2,3.114877,3,0,1
"male",,"Neighbors","No",121729,2,.2884066,0,0,1
"female",77,"Neighbors","Yes",73167,2,5,5,1,1
"female",61,"Neighbors","No",50229,2,1.021349,1,0,1
"female",47,"Neighbors","No",69133,4,3.493881,3,0,1
"male",66,"Neighbors","No",22128,2,1.833556,2,0,1
".",44,"Neighbors","No",31587,2,1.439829,1,0,1
"male",44,"Neighbors","No",132267,1,2.549794,3,0,1
"male",33,"Neighbors","No",43947,2,1.529055,2,0,1
"male",23,"Neighbors","No",31533,2,3.257448,3,0,1
"female",56,"Neighbors","No",59212,3,3.641622,4,0,1
"female",34,"Neighbors","No",96591,2,3.465301,3,0,1
"female",48,"Neighbors","Yes",42592,3,3.224328,3,1,1
"female",81,"Neighbors","Yes",169029,2,5,5,1,1
".",57,"Neighbors","No",18473,2,2.71411,3,0,1
"female",36,"Neighbors","No",68161,3,2.907921,3,0,1
"male",43,"Neighbors","Yes",7421,2,1.767422,2,1,1
"female",,"Neighbors","Yes",80811,3,3.472923,3,1,1
"female",31,"Neighbors","Yes",94425,3,3.790261,4,1,1
"female",44,"Neighbors","Yes",73332,2,3.287577,3,1,1
"female",65,"Neighbors","Yes",95708,2,3.266707,3,1,1
"female",68,"Neighbors","Yes",1593,2,4.084188,4,1,1
"male",40,"Neighbors","No",17647,2,1.188346,1,0,1
"female",38,"Neighbors","Yes",84676,2,2.478289,2,1,1
"male",35,"Neighbors","No",136411,1,2.875653,3,0,1
"male",50,"Neighbors","No",55536,2,.8997751,1,0,1
"female",44,"Neighbors","Yes",162146,4,3.972725,4,1,1
"male",31,"Neighbors","No",41383,3,3.972472,4,0,1
"male",52,"Neighbors","Yes",4954,2,3.681715,4,1,1
"female",46,"Neighbors","No",139604,4,3.175768,3,0,1
"female",47,"Neighbors","No",90842,1,0,0,0,1
"male",,"Neighbors","No",2474,2,1.671879,2,0,1
"female",59,"Neighbors","No",132355,2,.9583767,1,0,1
"female",24,"Neighbors","No",40081,3,3.032908,3,0,1
"male",54,"Neighbors","No",116404,3,1.450776,1,0,1
"female",64,"Neighbors","Yes",134682,2,1.197407,1,1,1
"male",42,"Neighbors","Yes",43707,2,2.167293,2,1,1
"male",,"Neighbors","No",5406,2,2.358983,2,0,1
"male",20,"Neighbors","Yes",32906,3,3.369623,3,1,1
"male",39,"Neighbors","No",36765,1,1.373853,1,0,1
"female",41,"Neighbors","No",99311,1,.4960451,0,0,1
"female",46,"Neighbors","No",145004,2,3.65913,4,0,1
"male",48,"Neighbors","Yes",106923,2,2.240869,2,1,1
"male",50,"Neighbors","No",104352,2,3.12793,3,0,1
"female",66,"Neighbors","No",3040,2,3.980612,4,0,1
"female",71,"Neighbors","No",99289,2,2.058783,2,0,1
"male",48,"Neighbors","No",9388,4,.0347641,0,0,1
"female",20,"Neighbors","No",153525,3,2.085068,2,0,1
"male",25,"Neighbors","Yes",10018,3,5,5,1,1
"female",31,"Neighbors","No",68716,2,.5616906,1,0,1
"female",68,"Neighbors","Yes",107509,2,3.095549,3,1,1
"male",54,"Neighbors","Yes",152820,4,4.543042,5,1,1
"female",78,"Neighbors","Yes",59939,2,3.044195,3,1,1
"female",45,"Neighbors","No",112481,3,.4899849,0,0,1
"male",,"Neighbors","No",52318,2,.3106598,0,0,1
".",46,"Neighbors","No",27678,1,1.785158,2,0,1
"female",61,"Neighbors","No",10821,1,1.249965,1,0,1
"female",65,"Neighbors","No",110829,2,2.244713,2,0,1
"male",47,"Neighbors","Yes",49607,2,1.974332,2,1,1
"male",49,"Neighbors","Yes",158154,2,4.03451,4,1,1
"male",64,"Neighbors","Yes",165905,2,2.751407,3,1,1
"female",31,"Neighbors","No",158592,2,3.196195,3,0,1
"male",54,"Neighbors","No",136705,2,1.675407,2,0,1
"male",,"Neighbors","No",106149,2,2.690079,3,0,1
".",64,"Neighbors","No",61743,2,1.218926,1,0,1
".",66,"Neighbors","No",111332,2,3.589977,4,0,1
"female",56,"Neighbors","Yes",141787,5,5,5,1,1
"male",54,"Neighbors","No",56651,3,2.217875,2,0,1
"male",54,"Neighbors","No",86257,2,1.237088,1,0,1
"male",,"Neighbors","Yes",53410,2,4.785227,5,1,1
"male",45,"Neighbors","No",129456,2,2.943223,3,0,1
"female",58,"Neighbors","Yes",9734,2,3.676394,4,1,1
"female",38,"Neighbors","No",19592,1,.6354778,1,0,1
"male",43,"Neighbors","No",159912,2,3.191485,3,0,1
"female",45,"Neighbors","No",160257,3,3.728591,4,0,1
"female",58,"Neighbors","No",36154,3,1.62084,2,0,1
"female",39,"Neighbors","Yes",128400,2,3.340205,3,1,1
"female",,"Neighbors","No",161966,2,4.990609,5,0,1
"female",30,"Neighbors","Yes",89264,1,2.762128,3,1,1
".",62,"Neighbors","Yes",12097,2,5,5,1,1
"female",68,"Neighbors","No",100852,2,1.749163,2,0,1
"male",59,"Neighbors","No",16386,2,2.304236,2,0,1
"female",57,"Neighbors","No",39555,2,1.87323,2,0,1
".",61,"Neighbors","Yes",18035,2,2.577314,3,1,1
"female",54,"Neighbors","Yes",10548,2,3.267009,3,1,1
"female",47,"Neighbors","No",127676,2,2.392146,2,0,1
"male",,"Neighbors","No",126292,3,1.738156,2,0,1
".",58,"Neighbors","No",108679,1,2.374866,2,0,1
"male",46,"Neighbors","No",55514,2,.6793115,1,0,1
"male",61,"Neighbors","No",165789,3,1.524455,2,0,1
".",70,"Neighbors","No",99769,2,.6169182,1,0,1
"male",55,"Neighbors","Yes",178824,2,1.32442,1,1,1
"female",45,"Neighbors","No",151667,3,1.787402,2,0,1
"male",51,"Neighbors","No",121171,3,2.723881,3,0,1
"male",57,"Neighbors","No",26019,3,.8204499,1,0,1
"female",47,"Neighbors","Yes",18606,2,3.890706,4,1,1
".",21,"Neighbors","No",17200,3,2.632378,3,0,1
"male",38,"Neighbors","No",143593,2,2.131189,2,0,1
"female",49,"Neighbors","No",169566,1,1.377438,1,0,1
"female",51,"Neighbors","No",31436,2,1.604484,2,0,1
"female",37,"Neighbors","No",157117,2,.7380616,1,0,1
"male",48,"Neighbors","No",68345,4,1.230066,1,0,1
"female",54,"Neighbors","No",30579,2,0,0,0,1
"male",,"Neighbors","No",170050,2,4.378742,4,0,1
"female",53,"Neighbors","No",164669,4,.0857628,0,0,1
"female",72,"Neighbors","Yes",58727,1,2.586803,3,1,1
"female",35,"Neighbors","No",69817,2,1.268991,1,0,1
"male",,"Neighbors","No",330,2,2.362719,2,0,1
"female",55,"Neighbors","No",15918,2,1.815522,2,0,1
"male",46,"Neighbors","No",100533,1,2.638296,3,0,1
"male",39,"Neighbors","No",151284,2,1.449644,1,0,1
".",29,"Neighbors","Yes",158571,1,2.375782,2,1,1
"female",79,"Neighbors","Yes",169731,2,2.816565,3,1,1
"female",62,"Neighbors","Yes",88027,3,2.009743,2,1,1
".",46,"Neighbors","No",47773,2,0,0,0,1
"male",42,"Neighbors","Yes",163156,1,2.498367,2,1,1
"male",75,"Neighbors","No",114049,2,3.494933,3,0,1
"female",68,"Neighbors","Yes",78702,2,3.182703,3,1,1
"female",56,"Neighbors","No",168801,1,2.967208,3,0,1
"female",54,"Neighbors","No",55065,2,2.598382,3,0,1
"male",47,"Neighbors","No",171987,2,1.121679,1,0,1
".",40,"Neighbors","Yes",9982,2,4.206492,4,1,1
"female",75,"Neighbors","Yes",67790,2,3.033375,3,1,1
"female",66,"Neighbors","No",119733,2,.6353213,1,0,1
"male",43,"Neighbors","No",108505,2,1.580501,2,0,1
"female",80,"Neighbors","No",133379,5,4.156195,4,0,1
"male",57,"Neighbors","No",21966,2,1.604507,2,0,1
"male",59,"Neighbors","Yes",115263,2,5,5,1,1
"female",45,"Neighbors","No",104379,2,2.526954,3,0,1
"female",65,"Neighbors","Yes",69256,3,1.379244,1,1,1
"male",,"Neighbors","Yes",39943,3,2.051567,2,1,1
"female",51,"Neighbors","No",143335,1,2.623034,3,0,1
"female",51,"Neighbors","No",64924,2,4.111188,4,0,1
"male",40,"Neighbors","No",81401,2,2.716023,3,0,1
"male",35,"Neighbors","Yes",166702,1,1.935585,2,1,1
".",,"Neighbors","Yes",168858,2,2.979096,3,1,1
".",42,"Neighbors","No",109193,2,3.378874,3,0,1
"male",43,"Neighbors","No",57225,2,1.511566,2,0,1
"female",37,"Neighbors","No",61010,2,1.876065,2,0,1
".",52,"Neighbors","Yes",109615,1,2.800534,3,1,1
"female",41,"Neighbors","Yes",71250,2,3.602731,4,1,1
"female",77,"Neighbors","Yes",63837,2,1.033759,1,1,1
"male",62,"Neighbors","No",12933,2,3.104836,3,0,1
"female",57,"Neighbors","Yes",112494,2,.123304,0,1,1
"female",41,"Neighbors","Yes",141659,2,3.227277,3,1,1
"female",,"Neighbors","Yes",40711,2,1.467111,1,1,1
"female",55,"Neighbors","No",53823,1,3.670071,4,0,1
"female",40,"Neighbors","No",61055,2,2.160396,2,0,1
"male",45,"Neighbors","No",76467,2,5,5,0,1
"female",52,"Neighbors","Yes",116587,1,1.28437,1,1,1
"female",,"Neighbors","Yes",104952,2,3.353811,3,1,1
"male",23,"Neighbors","No",10474,4,2.681014,3,0,1
"male",56,"Neighbors","No",60697,1,3.889292,4,0,1
"male",46,"Neighbors","Yes",149912,2,2.471049,2,1,1
"female",63,"Neighbors","No",72370,2,4.005359,4,0,1
"female",52,"Neighbors","Yes",15265,2,5,5,1,1
"male",38,"Neighbors","Yes",149356,2,3.438645,3,1,1
"male",64,"Neighbors","No",113030,2,1.673975,2,0,1
"female",54,"Neighbors","No",91290,2,2.284781,2,0,1
"female",59,"Neighbors","Yes",104998,2,2.499054,2,1,1
"female",86,"Neighbors","No",94499,1,2.300152,2,0,1
"female",48,"Neighbors","No",35766,2,2.092253,2,0,1
"female",21,"Neighbors","No",53013,4,1.79933,2,0,1
"male",25,"Neighbors","No",67769,4,.5376467,1,0,1
"female",37,"Neighbors","Yes",58207,2,2.410508,2,1,1
"male",60,"Neighbors","Yes",108117,2,3.394053,3,1,1
"male",,"Neighbors","Yes",82456,2,2.972465,3,1,1
"female",33,"Neighbors","Yes",29679,2,5,5,1,1
"female",41,"Neighbors","No",5691,1,1.792334,2,0,1
"male",92,"Neighbors","Yes",99471,2,2.595803,3,1,1
"female",65,"Neighbors","No",70229,2,2.231479,2,0,1
"female",40,"Neighbors","No",33626,2,4.918612,5,0,1
"male",24,"Neighbors","No",14339,4,3.828144,4,0,1
"female",50,"Neighbors","No",66595,4,.7527449,1,0,1
"female",55,"Neighbors","Yes",155371,2,1.555945,2,1,1
"female",21,"Neighbors","No",131940,2,2.644778,3,0,1
"male",59,"Neighbors","No",143557,4,1.933389,2,0,1
"female",,"Neighbors","Yes",14305,3,1.090635,1,1,1
"female",49,"Neighbors","Yes",130576,2,1.553593,2,1,1
".",42,"Neighbors","No",113944,2,3.636264,4,0,1
"female",,"Neighbors","No",81979,2,1.749348,2,0,1
"male",52,"Neighbors","Yes",14278,4,3.20832,3,1,1
"male",59,"Neighbors","No",151030,2,3.386122,3,0,1
"male",,"Neighbors","Yes",25793,2,3.971043,4,1,1
"male",28,"Neighbors","No",13837,4,2.624104,3,0,1
"male",47,"Neighbors","No",116493,2,3.364876,3,0,1
"female",49,"Neighbors","No",65205,3,2.951308,3,0,1
".",35,"Neighbors","Yes",41994,2,2.868156,3,1,1
"male",44,"Neighbors","No",48095,2,3.000168,3,0,1
"female",51,"Neighbors","No",71275,3,.6736181,1,0,1
"male",56,"Neighbors","Yes",118749,1,1.536838,2,1,1
".",39,"Neighbors","No",18202,2,2.911841,3,0,1
"male",61,"Neighbors","Yes",94634,1,1.302457,1,1,1
"female",51,"Neighbors","No",123604,4,1.388327,1,0,1
".",52,"Neighbors","Yes",22748,3,1.064576,1,1,1
"female",62,"Neighbors","Yes",172296,2,3.579347,4,1,1
"female",33,"Neighbors","No",162404,1,2.538512,3,0,1
"male",,"Neighbors","No",154287,2,1.064891,1,0,1
"female",20,"Neighbors","Yes",109284,3,3.238765,3,1,1
"female",37,"Neighbors","No",97387,2,1.009354,1,0,1
"female",58,"Neighbors","Yes",68428,2,2.922043,3,1,1
"female",42,"Neighbors","Yes",116103,2,2.765476,3,1,1
"female",53,"Neighbors","No",3994,2,2.348643,2,0,1
"male",59,"Neighbors","No",101207,4,.6810745,1,0,1
"male",31,"Neighbors","No",4987,3,1.575104,2,0,1
"male",34,"Neighbors","No",132034,2,3.126089,3,0,1
".",42,"Neighbors","No",116782,2,1.042613,1,0,1
"male",69,"Neighbors","No",141302,2,1.071871,1,0,1
"male",52,"Neighbors","No",15719,2,1.359199,1,0,1
".",37,"Neighbors","No",87606,3,2.477473,2,0,1
"male",57,"Neighbors","No",125815,2,1.908836,2,0,1
"female",27,"Neighbors","No",25162,3,2.208481,2,0,1
".",45,"Neighbors","No",175330,3,0,0,0,1
"male",44,"Neighbors","No",178417,1,0,0,0,1
"male",51,"Neighbors","Yes",109100,3,4.466893,4,1,1
"male",,"Neighbors","No",145079,2,2.390327,2,0,1
"male",29,"Neighbors","No",54711,4,.9204138,1,0,1
"female",75,"Neighbors","No",169720,2,1.301528,1,0,1
"male",76,"Neighbors","No",86479,2,2.721033,3,0,1
"female",58,"Neighbors","Yes",71334,2,3.987417,4,1,1
".",88,"Neighbors","Yes",66734,2,2.073488,2,1,1
".",39,"Neighbors","No",34319,2,1.086277,1,0,1
"female",49,"Neighbors","Yes",150998,2,2.638212,3,1,1
"female",32,"Neighbors","Yes",45841,1,2.596325,3,1,1
"male",50,"Neighbors","Yes",152922,2,2.399049,2,1,1
